text	label	rationale_label
"RT @RodaLarga: #BREAKING: &lt; 250 missing, maybe foreigners, after avalanche hits village in Rasuwa, #Nepal, a popular #trekking area http://…"	affected_people_and_evacuations	#breaking§§§0.0 :§§§0.0 <§§§0.32 250§§§0.34 missing§§§0.34 ,§§§0.0 maybe§§§0.0 foreigners§§§0.0 ,§§§0.0 after§§§0.0 avalanche§§§0.0 hits§§§0.0 village§§§0.0 in§§§0.0 rasuwa§§§0.0 ,§§§0.0 #nepal§§§0.0 ,§§§0.0 a§§§0.0 popular§§§0.0 #trekking§§§0.0 area§§§0.0
"RT @Kellenyoey: So proud that the Alpha Rho chapter of Sigma Pi was able to donate $1,000 today for the relief effort in #Nepal ."	rescue_volunteering_and_donation_effort	so§§§0.0 proud§§§0.0 that§§§0.0 the§§§0.0 alpha§§§0.0 rho§§§0.0 chapter§§§0.0 of§§§0.0 sigma§§§0.0 pi§§§0.0 was§§§0.02 able§§§0.06 to§§§0.07 donate§§§0.08 $§§§0.08 1,000§§§0.08 today§§§0.05 for§§§0.08 the§§§0.08 relief§§§0.08 effort§§§0.08 in§§§0.07 #nepal§§§0.07 .§§§0.0
RT @DDNewsLive: #BSNL and #MTNL decide to charge local rates for calls made to Nepal for next three days	rescue_volunteering_and_donation_effort	#bsnl§§§0.05 and§§§0.05 #mtnl§§§0.06 decide§§§0.06 to§§§0.05 charge§§§0.06 local§§§0.06 rates§§§0.06 for§§§0.05 calls§§§0.06 made§§§0.06 to§§§0.05 nepal§§§0.05 for§§§0.0 next§§§0.0 three§§§0.0 days§§§0.01
"RT @Nepal_RR: Kathmandu exodus may reach 300,000 as residents flee post-earthquake chaos http://t.co/1NYc4z7FVL"	affected_people_and_evacuations	kathmandu§§§0.09 exodus§§§0.1 may§§§0.08 reach§§§0.09 300,000§§§0.09 as§§§0.08 residents§§§0.1 flee§§§0.09 post-earthquake§§§0.01 chaos§§§0.0
The number of #Australians feared missing after #NepalEarthquake is growing. 66 names are on The Red Cross's Family Links website.	affected_people_and_evacuations	the§§§0.06 number§§§0.06 of§§§0.07 #australians§§§0.07 feared§§§0.07 missing§§§0.07 after§§§0.06 #nepalearthquake§§§0.07 is§§§0.07 growing§§§0.07 .§§§0.0 66§§§0.0 names§§§0.0 are§§§0.0 on§§§0.0 the§§§0.0 red§§§0.0 cross's§§§0.0 family§§§0.0 links§§§0.0 website§§§0.0 .§§§0.0
Science&amp;Environmen: Nepal quake 'followed historic pattern': Nepal's devastating Magnitude 7.8 earthquake on S... http://t.co/rFR8TQNrEn	other_useful_information	scienceandenvironmen§§§0.0 :§§§0.0 nepal§§§0.0 quake§§§0.0 '§§§0.0 followed§§§0.0 historic§§§0.0 pattern§§§0.0 '§§§0.0 :§§§0.0 nepal's§§§0.14 devastating§§§0.15 magnitude§§§0.14 7.8§§§0.15 earthquake§§§0.14 on§§§0.0 s§§§0.0 ...§§§0.0
Quake deals heavy blow to Nepal's rich cultural heritage http://t.co/Vqzb6wey6n http://t.co/Tt33YcFRIp	infrastructure_and_utilities_damage	quake§§§0.0 deals§§§0.04 heavy§§§0.1 blow§§§0.1 to§§§0.11 nepal's§§§0.11 rich§§§0.11 cultural§§§0.11 heritage§§§0.11
"Villages Near Nepal Earthquakes Epicenter are Desperate: Five hours by car from Kathmandu, then by foot for several miles past the sp..."	infrastructure_and_utilities_damage	villages§§§0.11 near§§§0.1 nepal§§§0.11 earthquakes§§§0.11 epicenter§§§0.11 are§§§0.11 desperate§§§0.11 :§§§0.0 five§§§0.0 hours§§§0.0 by§§§0.0 car§§§0.0 from§§§0.0 kathmandu§§§0.0 ,§§§0.0 then§§§0.0 by§§§0.0 foot§§§0.0 for§§§0.0 several§§§0.0 miles§§§0.0 past§§§0.0 the§§§0.0 sp§§§0.0 ...§§§0.0
God Bless Nepal... let us pray for the victims of this tragedy. http://t.co/gBxTOfN9Bo	not_related_or_irrelevant	god§§§0.07 bless§§§0.07 nepal§§§0.07 ...§§§0.05 let§§§0.07 us§§§0.07 pray§§§0.07 for§§§0.07 the§§§0.07 victims§§§0.07 of§§§0.07 this§§§0.07 tragedy§§§0.07 .§§§0.05
"RT @IvanCNN: Constant stream of Hindu cremation funerals in Kathmandu. ""95% of them are victims,"" worker tells me  #Nepalquake http://t.co/…"	injured_or_dead_people	constant§§§0.13 stream§§§0.14 of§§§0.14 hindu§§§0.15 cremation§§§0.15 funerals§§§0.15 in§§§0.0 kathmandu§§§0.0 .§§§0.0 ""§§§0.0 95%§§§0.0 of§§§0.0 them§§§0.0 are§§§0.0 victims§§§0.0 ,§§§0.0 ""§§§0.0 worker§§§0.0 tells§§§0.0 me§§§0.0 #nepalquake§§§0.0 …§§§0.0
"#MSGHelpEarthquakeVictims\nPeople clear rubble in Kathmandu’s\nDurbar Square, a UNESCO World\nHeritage Site that was severely damaged."	infrastructure_and_utilities_damage	#msghelpearthquakevictims§§§0.0 people§§§0.0 clear§§§0.0 rubble§§§0.0 in§§§0.0 kathmandu’s§§§0.0 durbar§§§0.0 square§§§0.0 ,§§§0.0 a§§§0.07 unesco§§§0.1 world§§§0.1 heritage§§§0.09 site§§§0.1 that§§§0.1 was§§§0.1 severely§§§0.12 damaged§§§0.11 .§§§0.0
"RT @preciousmm9397: [Special Event for BamBam's Birthday 2015/5/2] Dear,Kunpimook Bhuwakul has Donated for #NepalEarthquake with @UNICEF ht…"	rescue_volunteering_and_donation_effort	[§§§0.0 special§§§0.0 event§§§0.0 for§§§0.0 bambam's§§§0.0 birthday§§§0.0 2015/5/2§§§0.0 ]§§§0.0 dear§§§0.0 ,§§§0.0 kunpimook§§§0.08 bhuwakul§§§0.08 has§§§0.08 donated§§§0.08 for§§§0.07 #nepalearthquake§§§0.07 with§§§0.0 ht§§§0.0 …§§§0.0
RT @DarcyOliver2: Hey People Searching for any info on  My Brother Liam Oliver  in Nepal  and was traveling Chanje Dharpani - annapurna cir…	affected_people_and_evacuations	hey§§§0.0 people§§§0.01 searching§§§0.09 for§§§0.1 any§§§0.09 info§§§0.1 on§§§0.1 my§§§0.1 brother§§§0.1 liam§§§0.1 oliver§§§0.1 in§§§0.0 nepal§§§0.0 and§§§0.0 was§§§0.0 traveling§§§0.0 chanje§§§0.0 dharpani§§§0.0 -§§§0.0 annapurna§§§0.0 cir§§§0.0 …§§§0.0
"RT @Tearfund: Urgent medical treatment, food &amp; water are being provided by @Tearfund partners to survivors of the #NepalQuake http://t.co/R…"	rescue_volunteering_and_donation_effort	urgent§§§0.11 medical§§§0.11 treatment§§§0.11 ,§§§0.09 food§§§0.1 and§§§0.1 water§§§0.11 are§§§0.09 being§§§0.09 provided§§§0.09 by§§§0.0 partners§§§0.0 to§§§0.0 survivors§§§0.0 of§§§0.0 the§§§0.0 #nepalquake§§§0.0 …§§§0.0
MT @IanOxfam: #NepalEarthquake @oxfamgb team arrived in Kathmandu after wait due to airport being closed following powerful aftershock	infrastructure_and_utilities_damage	mt§§§0.0 :§§§0.0 #nepalearthquake§§§0.0 team§§§0.0 arrived§§§0.0 in§§§0.0 kathmandu§§§0.0 after§§§0.0 wait§§§0.0 due§§§0.0 to§§§0.0 airport§§§0.33 being§§§0.33 closed§§§0.34 following§§§0.0 powerful§§§0.0 aftershock§§§0.0
"6.6 million people affected in Nepal earthquake, says UN: The quake and the ensuing aftershocks triggered aval... http://t.co/oTcN2oet0a"	affected_people_and_evacuations	6.6§§§0.24 million§§§0.25 people§§§0.25 affected§§§0.25 in§§§0.0 nepal§§§0.0 earthquake§§§0.0 ,§§§0.0 says§§§0.0 un§§§0.0 :§§§0.0 the§§§0.0 quake§§§0.0 and§§§0.0 the§§§0.0 ensuing§§§0.0 aftershocks§§§0.0 triggered§§§0.0 aval§§§0.0 ...§§§0.0
RT @MelikaJinLA: Looking for my brother and his wife in #Nepal.Mt Everest bcamp.Any info helpful. PJ&amp;Neda Jahangiri.#NepalEarthquake http:/…	affected_people_and_evacuations	looking§§§0.14 for§§§0.14 my§§§0.14 brother§§§0.14 and§§§0.15 his§§§0.15 wife§§§0.14 in§§§0.0 #nepal§§§0.0 .§§§0.0 mt§§§0.0 everest§§§0.0 bcamp§§§0.0 .§§§0.0 any§§§0.0 info§§§0.0 helpful§§§0.0 .§§§0.0 pjandneda§§§0.0 jahangiri§§§0.0 .§§§0.0 #nepalearthquake§§§0.0 :/§§§0.0 …§§§0.0
RT @Mahasplashers: Dunya News: Watch: Nepal Earthquake's Severity Captured In CCTV Footage.: http://t.co/tlPRHKgiiw	other_useful_information	dunya§§§0.0 news§§§0.0 :§§§0.0 watch§§§0.01 :§§§0.04 nepal§§§0.08 earthquake's§§§0.08 severity§§§0.08 captured§§§0.08 in§§§0.08 cctv§§§0.08 footage§§§0.07 .§§§0.01
RT @JohnKerry: Just announced U.S. Is providing an additional $9 million for #NepalEarthquake response and recovery efforts. #WeStandwithNe…	rescue_volunteering_and_donation_effort	just§§§0.0 announced§§§0.02 u.s.§§§0.06 is§§§0.06 providing§§§0.06 an§§§0.06 additional§§§0.06 $9§§§0.06 million§§§0.06 for§§§0.06 #nepalearthquake§§§0.05 response§§§0.06 and§§§0.05 recovery§§§0.06 efforts§§§0.06 .§§§0.0 #westandwithne§§§0.0 …§§§0.0
RT @thekinshu: Pray for Gaza went on for 4 days in India while not a whimper of help for Hindus suffering from #Earthquake in Nepal. http:/…	not_related_or_irrelevant	pray§§§0.25 for§§§0.24 gaza§§§0.26 went§§§0.0 on§§§0.0 for§§§0.0 4§§§0.0 days§§§0.0 in§§§0.0 india§§§0.0 while§§§0.0 not§§§0.0 a§§§0.0 whimper§§§0.0 of§§§0.0 help§§§0.0 for§§§0.0 hindus§§§0.0 suffering§§§0.0 from§§§0.0 #earthquake§§§0.0 in§§§0.0 nepal§§§0.0 .§§§0.0 :/§§§0.0 …§§§0.0
"New: Nepal earthquake: death toll climbs past 4,000 with many more missing – rolling report http://t.co/AeHxWbQ8J1 #follow Go to … world_…"	injured_or_dead_people	new§§§0.0 :§§§0.0 nepal§§§0.0 earthquake§§§0.0 :§§§0.0 death§§§0.2 toll§§§0.2 climbs§§§0.2 past§§§0.2 4,000§§§0.2 with§§§0.0 many§§§0.0 more§§§0.0 missing§§§0.0 –§§§0.0 rolling§§§0.0 report§§§0.0 #follow§§§0.0 go§§§0.0 to§§§0.0 …§§§0.0 world_§§§0.0 …§§§0.0
"RT @drsanjaygupta: some of the most common injuries are crush injuries, fractures &amp; brain/spine injuries. #nepalquake @cnn #kathmandu http:…"	injured_or_dead_people	some§§§0.05 of§§§0.05 the§§§0.06 most§§§0.06 common§§§0.06 injuries§§§0.06 are§§§0.06 crush§§§0.06 injuries§§§0.06 ,§§§0.06 fractures§§§0.06 and§§§0.06 brain/spine§§§0.06 injuries§§§0.06 .§§§0.0 #nepalquake§§§0.0 #kathmandu§§§0.0
"Death toll in Nepal quake now up to 2,100. Update just ahead"	injured_or_dead_people	death§§§0.09 toll§§§0.1 in§§§0.09 nepal§§§0.09 quake§§§0.08 now§§§0.09 up§§§0.09 to§§§0.09 2,100§§§0.09 .§§§0.0 update§§§0.0 just§§§0.0 ahead§§§0.0
"RT @juellsy: #coinsforaustralia send all ur coins Aus has unconditionally given u &amp; send 2 Nepal, u may claim legal right 2 kill but ur r e…"	not_related_or_irrelevant	#coinsforaustralia§§§0.03 send§§§0.03 all§§§0.03 ur§§§0.03 coins§§§0.03 aus§§§0.03 has§§§0.03 unconditionally§§§0.03 given§§§0.03 u§§§0.03 and§§§0.03 send§§§0.03 2§§§0.03 nepal§§§0.03 ,§§§0.03 u§§§0.03 may§§§0.03 claim§§§0.03 legal§§§0.03 right§§§0.03 2§§§0.03 kill§§§0.03 but§§§0.03 ur§§§0.03 r§§§0.03 e§§§0.03 …§§§0.03
Very sad moment for NEPAL preying for them ......god save them	not_related_or_irrelevant	very§§§0.06 sad§§§0.07 moment§§§0.06 for§§§0.06 nepal§§§0.07 preying§§§0.07 for§§§0.07 them§§§0.06 ......§§§0.05 god§§§0.07 save§§§0.07 them§§§0.07
The first C103J Hercules lifter laden with relief team lands in Nepal B4 PM Modi tweets about the disaster.SaluteTheForces #ThankYouPM	rescue_volunteering_and_donation_effort	the§§§0.06 first§§§0.06 c103j§§§0.06 hercules§§§0.06 lifter§§§0.06 laden§§§0.06 with§§§0.06 relief§§§0.06 team§§§0.06 lands§§§0.06 in§§§0.06 nepal§§§0.06 b4§§§0.0 pm§§§0.0 modi§§§0.0 tweets§§§0.0 about§§§0.0 the§§§0.0 disaster§§§0.0 .§§§0.0 salutetheforces§§§0.0 #thankyoupm§§§0.0
RT @AFP: #BREAKING At least 114 killed in Nepal earthquake: home ministry	injured_or_dead_people	#breaking§§§0.0 at§§§0.25 least§§§0.25 114§§§0.25 killed§§§0.25 in§§§0.0 nepal§§§0.0 earthquake§§§0.0 :§§§0.0 home§§§0.0 ministry§§§0.0
I just donated to support the Nepal earthquake survivors and hope you will too! #SupportNepal http://t.co/aHc9RqIoLj	rescue_volunteering_and_donation_effort	i§§§0.1 just§§§0.1 donated§§§0.11 to§§§0.1 support§§§0.1 the§§§0.1 nepal§§§0.1 earthquake§§§0.09 survivors§§§0.1 and§§§0.0 hope§§§0.0 you§§§0.0 will§§§0.0 too§§§0.0 !§§§0.0 #supportnepal§§§0.0
RT @NEoCOfficial: Helicopter Mobilization Detail(Today): 1 for Okhaldhunga; Purpose: Relief Material Distribution	rescue_volunteering_and_donation_effort	helicopter§§§0.0 mobilization§§§0.0 detail(today§§§0.0 ):§§§0.0 1§§§0.0 for§§§0.0 okhaldhunga§§§0.0 ;§§§0.0 purpose§§§0.0 :§§§0.0 relief§§§0.33 material§§§0.34 distribution§§§0.33
"Also... RT @nytimes: Villages near Nepal earthquake’s epicenter are desperate as death toll tops 4,000 http://t.co/NRibWSHEJA"	injured_or_dead_people	also§§§0.0 ...§§§0.0 :§§§0.0 villages§§§0.0 near§§§0.0 nepal§§§0.0 earthquake’s§§§0.0 epicenter§§§0.0 are§§§0.0 desperate§§§0.0 as§§§0.0 death§§§0.25 toll§§§0.26 tops§§§0.25 4,000§§§0.24
RT @PDChina: A 62-member China Int'l Search &amp; Rescue Team left for Nepal on Sunday for humanitarian rescue following an M8.1 quake http://t…	rescue_volunteering_and_donation_effort	a§§§0.06 62-member§§§0.06 china§§§0.06 int'l§§§0.06 search§§§0.06 and§§§0.06 rescue§§§0.06 team§§§0.06 left§§§0.06 for§§§0.06 nepal§§§0.05 on§§§0.0 sunday§§§0.0 for§§§0.04 humanitarian§§§0.04 rescue§§§0.04 following§§§0.0 an§§§0.0 m§§§0.0 8.1§§§0.0 quake§§§0.0 …§§§0.0
RT @UN: One way to help: @WFP appeals for funds to help survivors of the #NepalQuake. To donate: http://t.co/Lr56mwklKh http://t.co/h2Lm4gO…	rescue_volunteering_and_donation_effort	one§§§0.0 way§§§0.0 to§§§0.0 help§§§0.0 :§§§0.0 appeals§§§0.18 for§§§0.17 funds§§§0.18 to§§§0.17 help§§§0.16 survivors§§§0.14 of§§§0.0 the§§§0.0 #nepalquake§§§0.0 .§§§0.0 to§§§0.0 donate§§§0.0 :§§§0.0 …§§§0.0
"RT @cctvnews: #BREAKING #UPDATE Death toll of #NepalEarthquake updated to 1,832, says Nepal’s home ministry. http://t.co/0eLHRaTdLs"	injured_or_dead_people	#breaking§§§0.0 #update§§§0.0 death§§§0.08 toll§§§0.08 of§§§0.08 #nepalearthquake§§§0.07 updated§§§0.08 to§§§0.08 1§§§0.08 ,§§§0.08 832§§§0.08 ,§§§0.08 says§§§0.0 nepal’s§§§0.0 home§§§0.0 ministry§§§0.0 .§§§0.0
"RT @cnnbrk: Google executive Dan Fredinburg among those killed\non Mount Everest, expedition company says. #NepalQuake http://t.co/CaaLOYg9f2"	injured_or_dead_people	google§§§0.11 executive§§§0.11 dan§§§0.11 fredinburg§§§0.11 among§§§0.11 those§§§0.11 killed§§§0.11 on§§§0.0 mount§§§0.0 everest§§§0.0 ,§§§0.0 expedition§§§0.0 company§§§0.0 says§§§0.0 .§§§0.0 #nepalquake§§§0.0
RT @lifecaredotbz: Feeling sad for the beautiful people of Nepal. I pray that they will stay strong and get through this. #NepalEarthquake	not_related_or_irrelevant	feeling§§§0.04 sad§§§0.04 for§§§0.04 the§§§0.04 beautiful§§§0.04 people§§§0.04 of§§§0.04 nepal§§§0.04 .§§§0.03 i§§§0.04 pray§§§0.04 that§§§0.04 they§§§0.04 will§§§0.04 stay§§§0.04 strong§§§0.04 and§§§0.04 get§§§0.04 through§§§0.04 this§§§0.04 .§§§0.03 #nepalearthquake§§§0.03
"India's Under-14 girls football team, which has five women footballers from #Odisha, returns to Delhi from earthquake-affected Kathmandu"	affected_people_and_evacuations	india's§§§0.05 under-14§§§0.05 girls§§§0.05 football§§§0.05 team§§§0.05 ,§§§0.05 which§§§0.05 has§§§0.05 five§§§0.05 women§§§0.05 footballers§§§0.05 from§§§0.04 #odisha§§§0.04 ,§§§0.04 returns§§§0.05 to§§§0.05 delhi§§§0.04 from§§§0.0 earthquake-affected§§§0.0 kathmandu§§§0.0
"FastCompany: RT harrymccracken: A first-person report from Nepal by sandoNET, who's in Kathmandu. … http://t.co/8We2HTjLsb"	not_related_or_irrelevant	fastcompany§§§0.03 :§§§0.03 harrymccracken§§§0.03 :§§§0.03 a§§§0.04 first-person§§§0.04 report§§§0.04 from§§§0.04 nepal§§§0.04 by§§§0.04 sandonet§§§0.04 ,§§§0.04 who's§§§0.04 in§§§0.04 kathmandu§§§0.04 .§§§0.03 …§§§0.03
"Rescue attempts continued Tuesday near the epicenter of the weekend earthquake in #Nepal that killed more than 4,400. http://t.co/z7D54RpPws"	injured_or_dead_people	rescue§§§0.0 attempts§§§0.0 continued§§§0.0 tuesday§§§0.0 near§§§0.0 the§§§0.0 epicenter§§§0.0 of§§§0.0 the§§§0.0 weekend§§§0.0 earthquake§§§0.0 in§§§0.0 #nepal§§§0.0 that§§§0.0 killed§§§0.2 more§§§0.2 than§§§0.2 4,400§§§0.2 .§§§0.0
RT @TheWorldStories: People try to free a man from the rubble of a destroyed building after 7.9 magnitude earthquake in Nepal http://t.co/N…	affected_people_and_evacuations	people§§§0.06 try§§§0.08 to§§§0.09 free§§§0.1 a§§§0.11 man§§§0.11 from§§§0.1 the§§§0.1 rubble§§§0.1 of§§§0.02 a§§§0.02 destroyed§§§0.02 building§§§0.0 after§§§0.0 7.9§§§0.0 magnitude§§§0.0 earthquake§§§0.0 in§§§0.0 nepal§§§0.0 …§§§0.0
"Aircraft taking of from Sthlm this morning to Nepal w tents, medical, food, water etc #teliasonera #ncell #nepal http://t.co/8X2R6w89kN"	rescue_volunteering_and_donation_effort	aircraft§§§0.05 taking§§§0.05 of§§§0.05 from§§§0.05 sthlm§§§0.05 this§§§0.04 morning§§§0.05 to§§§0.05 nepal§§§0.05 w§§§0.05 tents§§§0.05 ,§§§0.05 medical§§§0.05 ,§§§0.05 food§§§0.05 ,§§§0.05 water§§§0.05 etc§§§0.05 #teliasonera§§§0.0 #ncell§§§0.0 #nepal§§§0.0
"Nepal’s Dharahara #Tower destroyed, killing dozens: Buried beneath the rubble were so many… http://t.co/41VJCdjsou"	infrastructure_and_utilities_damage	nepal’s§§§0.1 dharahara§§§0.1 #tower§§§0.1 destroyed§§§0.1 ,§§§0.0 killing§§§0.0 dozens§§§0.0 :§§§0.0 buried§§§0.0 beneath§§§0.0 the§§§0.0 rubble§§§0.0 were§§§0.0 so§§§0.0 many§§§0.0 …§§§0.0
Nepal Earthquake Disaster http://t.co/qw4akmcQDo via @gofundme	other_useful_information	nepal§§§0.26 earthquake§§§0.25 disaster§§§0.24 via§§§0.0
@richardbranson 15 children still missing from Aus charity Forget Me Not after #nepalquake Donate/retweet to help: http://t.co/LmpftdbqDT	affected_people_and_evacuations	15§§§0.25 children§§§0.25 still§§§0.25 missing§§§0.25 from§§§0.0 aus§§§0.0 charity§§§0.0 forget§§§0.0 me§§§0.0 not§§§0.0 after§§§0.0 #nepalquake§§§0.0 donate/retweet§§§0.0 to§§§0.0 help§§§0.0
RT @HMOIndia: We asked states bordering Nepal to send buses to evacuate people. I am thankful to Bihar UP &amp; other state governments for pro…	affected_people_and_evacuations	we§§§0.0 asked§§§0.0 states§§§0.0 bordering§§§0.0 nepal§§§0.0 to§§§0.0 send§§§0.0 buses§§§0.0 to§§§0.0 evacuate§§§0.48 people§§§0.52 .§§§0.0 i§§§0.0 am§§§0.0 thankful§§§0.0 to§§§0.0 bihar§§§0.0 up§§§0.0 and§§§0.0 other§§§0.0 state§§§0.0 governments§§§0.0 for§§§0.0 pro§§§0.0 …§§§0.0
Thanks for tuning in! We'll be right back with updates on  the #NepalEarthquake	not_related_or_irrelevant	thanks§§§0.06 for§§§0.06 tuning§§§0.06 in§§§0.06 !§§§0.05 we'll§§§0.06 be§§§0.06 right§§§0.06 back§§§0.06 with§§§0.06 updates§§§0.06 on§§§0.06 the§§§0.06 #nepalearthquake§§§0.06
RT @unicefireland: Almost 1 million children need help in Nepal after the 7.8 earthquake. Please text ‘CHILD’ to 50300 to donate €4 now. ht…	rescue_volunteering_and_donation_effort	almost§§§0.17 1§§§0.17 million§§§0.18 children§§§0.17 need§§§0.16 help§§§0.15 in§§§0.0 nepal§§§0.0 after§§§0.0 the§§§0.0 7.8§§§0.0 earthquake§§§0.0 .§§§0.0 please§§§0.0 text§§§0.0 ‘§§§0.0 child§§§0.0 ’§§§0.0 to§§§0.0 50300§§§0.0 to§§§0.0 donate§§§0.0 €4§§§0.0 now§§§0.0 .§§§0.0 ht§§§0.0 …§§§0.0
RT @sue_amandasue: My sister left Pokhara on Wednesday for Kathmandu. Please help us find her @BritishRedCross http://t.co/ItJMZLpDdG http:…	affected_people_and_evacuations	my§§§0.08 sister§§§0.08 left§§§0.08 pokhara§§§0.08 on§§§0.06 wednesday§§§0.06 for§§§0.07 kathmandu§§§0.07 .§§§0.02 please§§§0.02 help§§§0.03 us§§§0.04 find§§§0.05 her§§§0.06 :§§§0.0 …§§§0.0
"RT @cnni: BREAKING: Death toll in #Nepal after #earthquake stands at 597, spokesman for Nepal's Ministry of Home Affairs says. http://t.co/…"	injured_or_dead_people	breaking§§§0.0 :§§§0.0 death§§§0.09 toll§§§0.09 in§§§0.09 #nepal§§§0.09 after§§§0.08 #earthquake§§§0.08 stands§§§0.09 at§§§0.09 597§§§0.09 ,§§§0.03 spokesman§§§0.0 for§§§0.0 nepal's§§§0.0 ministry§§§0.0 of§§§0.0 home§§§0.0 affairs§§§0.0 says§§§0.0 .§§§0.0 …§§§0.0
RT @UNOCHA: Latest #data on the #Nepal Earthquake can be found on HDX: https://t.co/zlszm6Npty. #NepalQuake @humdata	other_useful_information	latest§§§0.13 #data§§§0.14 on§§§0.14 the§§§0.14 #nepal§§§0.16 earthquake§§§0.14 can§§§0.0 be§§§0.0 found§§§0.0 on§§§0.0 hdx§§§0.0 :§§§0.0 .§§§0.0 #nepalquake§§§0.0
FOUR US DEAD IN NEPAL US ‘artists tour’ believed stranded along roadway http://t.co/eUeMFyHOjC	injured_or_dead_people	four§§§0.33 us§§§0.34 dead§§§0.33 in§§§0.0 nepal§§§0.0 us§§§0.0 ‘§§§0.0 artists§§§0.0 tour§§§0.0 ’§§§0.0 believed§§§0.0 stranded§§§0.0 along§§§0.0 roadway§§§0.0
#Nepal #Steps up #Rescue #Effort #Amid #Global aid #Rush  http://t.co/8sun8yLV2d http://t.co/TONAyBSXmK	not_related_or_irrelevant	#nepal§§§0.06 #steps§§§0.06 up§§§0.06 #rescue§§§0.06 #effort§§§0.06 #amid§§§0.06 #global§§§0.06 aid§§§0.06 #rush§§§0.06
"RT @ScotGovFM: FM @NicolaSturgeon announces £250,000 @scotgov donation for the @decappeal #NepalQuake http://t.co/b2PJwdVtLf"	rescue_volunteering_and_donation_effort	fm§§§0.21 announces§§§0.19 £§§§0.21 250,000§§§0.2 donation§§§0.2 for§§§0.0 the§§§0.0 #nepalquake§§§0.0
"RT @sosweet196: Whole of India was sending relief to Pakistan after floods,why don't U ask all what they are doing now for nepal instead of…"	rescue_volunteering_and_donation_effort	whole§§§0.12 of§§§0.12 india§§§0.12 was§§§0.1 sending§§§0.13 relief§§§0.14 to§§§0.14 pakistan§§§0.13 after§§§0.0 floods§§§0.0 ,§§§0.0 why§§§0.0 don't§§§0.0 u§§§0.0 ask§§§0.0 all§§§0.0 what§§§0.0 they§§§0.0 are§§§0.0 doing§§§0.0 now§§§0.0 for§§§0.0 nepal§§§0.0 instead§§§0.0 of§§§0.0 …§§§0.0
RT @johnspatricc: » http://t.co/2bOut6UStL Nepal Earthquake Death Toll Tops 3700 #Nepalearthquake 405 http://t.co/oODcrhhuQs	injured_or_dead_people	»§§§0.0 nepal§§§0.0 earthquake§§§0.0 death§§§0.18 toll§§§0.19 tops§§§0.18 3700§§§0.18 #nepalearthquake§§§0.01 405§§§0.08
"RT @OCHAAsiaPac: #NepalQuake Infographic: The numbers you need to know (26 April, 7:00pm) - http://t.co/NR6LOSAcHS http://t.co/QRLDSo20fo"	not_related_or_irrelevant	#nepalquake§§§0.05 infographic§§§0.05 :§§§0.05 the§§§0.05 numbers§§§0.06 you§§§0.06 need§§§0.06 to§§§0.05 know§§§0.05 (§§§0.05 26§§§0.05 april§§§0.05 ,§§§0.05 7:00§§§0.05 pm§§§0.05 )§§§0.05 -§§§0.05
"Devastation, obliteration from Nepal earthquake LATEST: A major aftershock with an initial http://t.co/INMXI0CwyD"	other_useful_information	devastation§§§0.11 ,§§§0.12 obliteration§§§0.12 from§§§0.11 nepal§§§0.11 earthquake§§§0.11 latest§§§0.1 :§§§0.0 a§§§0.0 major§§§0.0 aftershock§§§0.0 with§§§0.0 an§§§0.0 initial§§§0.0
RT @Narendra_IRTS: #NepalEarthquake Indian Railways is supplying Railneer bottles everyday @WakeMe_Up @hinduismglance @WeAreMumbai http://t…	rescue_volunteering_and_donation_effort	#nepalearthquake§§§0.0 indian§§§0.12 railways§§§0.11 is§§§0.11 supplying§§§0.12 railneer§§§0.14 bottles§§§0.14 everyday§§§0.0 …§§§0.0
"RT @NehaPoonia: #NepalQuake- damage from the 7.9 quake is extensive, Kathmandu Airport shuts down ops till further notice @ibnlive"	infrastructure_and_utilities_damage	#nepalquake§§§0.0 -§§§0.0 damage§§§0.07 from§§§0.06 the§§§0.06 7.9§§§0.06 quake§§§0.05 is§§§0.07 extensive§§§0.07 ,§§§0.06 kathmandu§§§0.07 airport§§§0.07 shuts§§§0.07 down§§§0.07 ops§§§0.07 till§§§0.0 further§§§0.0 notice§§§0.0
"RT @BBCBreaking: #NepalEarthquake latest http://t.co/hTcl4Kv0M5  - 3,617 killed - 6,515 injured - Totals ""set to rise"" - Huge damage http:/…"	injured_or_dead_people	#nepalearthquake§§§0.0 latest§§§0.0 -§§§0.0 3,617§§§0.13 killed§§§0.12 -§§§0.11 6,515§§§0.13 injured§§§0.13 -§§§0.0 totals§§§0.0 ""§§§0.0 set§§§0.0 to§§§0.0 rise§§§0.0 ""§§§0.0 -§§§0.0 huge§§§0.0 damage§§§0.0 :/§§§0.0 …§§§0.0
"So Baltimore Riots and 4,000+ people died in Nepal today..."	injured_or_dead_people	so§§§0.0 baltimore§§§0.0 riots§§§0.0 and§§§0.0 4,000§§§0.25 +§§§0.25 people§§§0.25 died§§§0.25 in§§§0.0 nepal§§§0.0 today§§§0.0 ...§§§0.0
RT @alfonslopeztena: Destroyed Nepal's Heritage\n#KathmanduEarthquake http://t.co/Vkr0yvmcZD	infrastructure_and_utilities_damage	destroyed§§§0.21 nepal's§§§0.2 heritage§§§0.2 #kathmanduearthquake§§§0.0
